File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000FKI	fastq	reads	ENCSR000CUJ	RNA-seq	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000FKQ		18445359819	Thomas Gingeras, CSHL	4545a4ff57f7f2fb0f890d8a3fd6a228	SRA:SRR3192660	https://www.encodeproject.org/files/ENCFF000FKI/@@download/ENCFF000FKI.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000FKQ	fastq	reads	ENCSR000CUJ	RNA-seq	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000FKI		18816676006	Thomas Gingeras, CSHL	96439e78fb98dca3ca993cddde0de84d	SRA:SRR3192660	https://www.encodeproject.org/files/ENCFF000FKQ/@@download/ENCFF000FKQ.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF891NXQ	fastq	reads	ENCSR544SAU	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF667RSP		4730381415	Thomas Gingeras, CSHL	091971330b1b49e4306b6d5fd081b3e0	SRA:SRR4421945	https://www.encodeproject.org/files/ENCFF891NXQ/@@download/ENCFF891NXQ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF667RSP	fastq	reads	ENCSR544SAU	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF891NXQ		4683762779	Thomas Gingeras, CSHL	85adef16686ebc14f751d71e9e8b64e8	SRA:SRR4421945	https://www.encodeproject.org/files/ENCFF667RSP/@@download/ENCFF667RSP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF896MIZ	fastq	reads	ENCSR752UNJ	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF903QYP		4863996193	Thomas Gingeras, CSHL	2d359d735a3f9ca76c3fdf94c227fffb	SRA:SRR4422210	https://www.encodeproject.org/files/ENCFF896MIZ/@@download/ENCFF896MIZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF903QYP	fastq	reads	ENCSR752UNJ	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF896MIZ		5055488576	Thomas Gingeras, CSHL	cae730f22b5eaf50b980999b1c5074ba	SRA:SRR4422210	https://www.encodeproject.org/files/ENCFF903QYP/@@download/ENCFF903QYP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF843WIP	fastq	reads	ENCSR094GVZ	RNA-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF678UYJ		4460518961	Thomas Gingeras, CSHL	3b6ed9fff10b2cf9b3d7c5d9d7f6b02d	SRA:SRR4421313	https://www.encodeproject.org/files/ENCFF843WIP/@@download/ENCFF843WIP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF678UYJ	fastq	reads	ENCSR094GVZ	RNA-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF843WIP		4384767961	Thomas Gingeras, CSHL	94f22a09d0ae353182ba8bac0a277322	SRA:SRR4421313	https://www.encodeproject.org/files/ENCFF678UYJ/@@download/ENCFF678UYJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF107OTF	fastq	reads	ENCSR754WLW	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF378NQQ		5534790055	Thomas Gingeras, CSHL	fa3432f55e996813895e7d05bb551c64	SRA:SRR4422204	https://www.encodeproject.org/files/ENCFF107OTF/@@download/ENCFF107OTF.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF378NQQ	fastq	reads	ENCSR754WLW	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF107OTF		5353961008	Thomas Gingeras, CSHL	9c50560700fb34d65215c09e12a49acf	SRA:SRR4422204	https://www.encodeproject.org/files/ENCFF378NQQ/@@download/ENCFF378NQQ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF176RQH	fastq	reads	ENCSR146LBD	RNA-seq	UBERON:0000996	vagina	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF147FWX		6470514025	Thomas Gingeras, CSHL	68b984fb632ab2b0c389b0fad388cff1	SRA:SRR4421394	https://www.encodeproject.org/files/ENCFF176RQH/@@download/ENCFF176RQH.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF147FWX	fastq	reads	ENCSR146LBD	RNA-seq	UBERON:0000996	vagina	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF176RQH		6797055714	Thomas Gingeras, CSHL	c68ae7d4a6ca8165ee7b0236f79d6779	SRA:SRR4421394	https://www.encodeproject.org/files/ENCFF147FWX/@@download/ENCFF147FWX.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF038JEE	fastq	reads	ENCSR351OTL	RNA-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF897TAN		3454848613	Thomas Gingeras, CSHL	3d9f4b5a9ca116e3e3e30df13c720955	SRA:SRR4421678	https://www.encodeproject.org/files/ENCFF038JEE/@@download/ENCFF038JEE.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF897TAN	fastq	reads	ENCSR351OTL	RNA-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF038JEE		3500137630	Thomas Gingeras, CSHL	f9d9c8aaf43492c9b5ad7d1c5a8e7027	SRA:SRR4421678	https://www.encodeproject.org/files/ENCFF897TAN/@@download/ENCFF897TAN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF808HOD	fastq	reads	ENCSR900SGE	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF125CWM		4624494341	Thomas Gingeras, CSHL	2b89dee44bea2977892ad72c39b7d091	SRA:SRR4422445	https://www.encodeproject.org/files/ENCFF808HOD/@@download/ENCFF808HOD.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF125CWM	fastq	reads	ENCSR900SGE	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF808HOD		4671525552	Thomas Gingeras, CSHL	e780612f08622b449853885babcddfa6	SRA:SRR4422445	https://www.encodeproject.org/files/ENCFF125CWM/@@download/ENCFF125CWM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF914PVR	fastq	reads	ENCSR450BNZ	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF802JGP		3152859985	Thomas Gingeras, CSHL	8aafbe773d05018460e2e5cd005ac500	SRA:SRR4421808	https://www.encodeproject.org/files/ENCFF914PVR/@@download/ENCFF914PVR.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF802JGP	fastq	reads	ENCSR450BNZ	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF914PVR		3208664215	Thomas Gingeras, CSHL	cbad6ef40aba0f49e7fb64ea7587f8f3	SRA:SRR4421808	https://www.encodeproject.org/files/ENCFF802JGP/@@download/ENCFF802JGP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF145QCK	fastq	reads	ENCSR801MKV	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF423RWS		5074802840	Thomas Gingeras, CSHL	7474aa13b419e3cbad81933f582260cf	SRA:SRR4422339	https://www.encodeproject.org/files/ENCFF145QCK/@@download/ENCFF145QCK.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF423RWS	fastq	reads	ENCSR801MKV	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF145QCK		4853895606	Thomas Gingeras, CSHL	bbd4f7b8b1f70f7311a8f837f4c292ac	SRA:SRR4422339	https://www.encodeproject.org/files/ENCFF423RWS/@@download/ENCFF423RWS.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF781VGS	fastq	reads	ENCSR436QDU	RNA-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF466ZAS		4780310275	Thomas Gingeras, CSHL	e4f08c399af68f6bbf55459bc4833599	SRA:SRR4421789	https://www.encodeproject.org/files/ENCFF781VGS/@@download/ENCFF781VGS.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF466ZAS	fastq	reads	ENCSR436QDU	RNA-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF781VGS		4883380357	Thomas Gingeras, CSHL	dfca3844fb3ff173cd6274a85fcdc237	SRA:SRR4421789	https://www.encodeproject.org/files/ENCFF466ZAS/@@download/ENCFF466ZAS.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF120MML	fastq	reads	ENCSR238ZZD	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF719MSG		1949705452	Thomas Gingeras, CSHL	d3974f3c0b4c36825a00c98910ba0127	SRA:SRR4421528	https://www.encodeproject.org/files/ENCFF120MML/@@download/ENCFF120MML.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF719MSG	fastq	reads	ENCSR238ZZD	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF120MML		1832241230	Thomas Gingeras, CSHL	b291a1c574f5edf54336f3f9d0a8c142	SRA:SRR4421528	https://www.encodeproject.org/files/ENCFF719MSG/@@download/ENCFF719MSG.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF337ZBN	fastq	reads	ENCSR238ZZD	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF481IQE		3129948403	Thomas Gingeras, CSHL	9b943f6fb5e60d793a02093668fc70ed	SRA:SRR4421529	https://www.encodeproject.org/files/ENCFF337ZBN/@@download/ENCFF337ZBN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF481IQE	fastq	reads	ENCSR238ZZD	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF337ZBN		3177173104	Thomas Gingeras, CSHL	102863c9923fe11fe77731a17d6dd14c	SRA:SRR4421529	https://www.encodeproject.org/files/ENCFF481IQE/@@download/ENCFF481IQE.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF381FTA	fastq	reads	ENCSR504QMK	RNA-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF151LEE		4927933692	Thomas Gingeras, CSHL	02ce44344b3deafa8e9c0aef16fcc551	SRA:SRR4421874	https://www.encodeproject.org/files/ENCFF381FTA/@@download/ENCFF381FTA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF151LEE	fastq	reads	ENCSR504QMK	RNA-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF381FTA		5039324516	Thomas Gingeras, CSHL	cc033d75b72cca9f75f313186b1ceaff	SRA:SRR4421874	https://www.encodeproject.org/files/ENCFF151LEE/@@download/ENCFF151LEE.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF618HGK	fastq	reads	ENCSR344MQK	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF555GLO		2253040578	Thomas Gingeras, CSHL	fa75da9e3272f50ee602b9f56313bba5	SRA:SRR4421667	https://www.encodeproject.org/files/ENCFF618HGK/@@download/ENCFF618HGK.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF555GLO	fastq	reads	ENCSR344MQK	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF618HGK		2370102944	Thomas Gingeras, CSHL	4faf9219cabea168154c3a943f102850	SRA:SRR4421667	https://www.encodeproject.org/files/ENCFF555GLO/@@download/ENCFF555GLO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF961NRE	fastq	reads	ENCSR344MQK	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF531RII		3293613714	Thomas Gingeras, CSHL	7bcca80c2e6b83c38258dcd741d49ef2	SRA:SRR4421668	https://www.encodeproject.org/files/ENCFF961NRE/@@download/ENCFF961NRE.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF531RII	fastq	reads	ENCSR344MQK	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF961NRE		3342927372	Thomas Gingeras, CSHL	0bf055e0ea386be20cc0255acce64e84	SRA:SRR4421668	https://www.encodeproject.org/files/ENCFF531RII/@@download/ENCFF531RII.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF000GGZ	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GHA		15453822439	Thomas Gingeras, CSHL	a188b37fc5e4a7906ea52a8d7deb1437	SRA:SRR5048184	https://www.encodeproject.org/files/ENCFF000GGZ/@@download/ENCFF000GGZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GHA	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GGZ		15236390015	Thomas Gingeras, CSHL	7c6be24a34ac1cb70ec0b2ab29bb4f41	SRA:SRR5048184	https://www.encodeproject.org/files/ENCFF000GHA/@@download/ENCFF000GHA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GHX	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GHY		13680008563	Thomas Gingeras, CSHL	d8bb5e9322e35ec6200c50c6d6402b3e	SRA:SRR5048183	https://www.encodeproject.org/files/ENCFF000GHX/@@download/ENCFF000GHX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GHY	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GHX		13910131958	Thomas Gingeras, CSHL	930f80901b069f5bb2f83ae27df1f980	SRA:SRR5048183	https://www.encodeproject.org/files/ENCFF000GHY/@@download/ENCFF000GHY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFG	fastq	reads	ENCSR000AEC	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RFH		8543476007	Thomas Gingeras, CSHL	dec08b44e188bfc0f08d837a876439ac	SRA:SRR3192396	https://www.encodeproject.org/files/ENCFF001RFG/@@download/ENCFF001RFG.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFA	fastq	reads	ENCSR000AEC	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RFB		7523712757	Thomas Gingeras, CSHL	ca2b29d5c60a4b9a29b692826d5e46b2	SRA:SRR3192397	https://www.encodeproject.org/files/ENCFF001RFA/@@download/ENCFF001RFA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFH	fastq	reads	ENCSR000AEC	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RFG		8385864242	Thomas Gingeras, CSHL	6e2058485337b235a490b87a7786a81e	SRA:SRR3192396	https://www.encodeproject.org/files/ENCFF001RFH/@@download/ENCFF001RFH.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFB	fastq	reads	ENCSR000AEC	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RFA		7380770893	Thomas Gingeras, CSHL	28fa76cc8ba2b571bcebe7fb1e2a64b6	SRA:SRR3192397	https://www.encodeproject.org/files/ENCFF001RFB/@@download/ENCFF001RFB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF141YVJ	fastq	reads	ENCSR113HQM	RNA-seq	UBERON:0000995	uterus	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF208XMO		6632600200	Thomas Gingeras, CSHL	4d1b59a0c79fefd0a85652e91ed336fc	SRA:SRR4421350	https://www.encodeproject.org/files/ENCFF141YVJ/@@download/ENCFF141YVJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF208XMO	fastq	reads	ENCSR113HQM	RNA-seq	UBERON:0000995	uterus	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF141YVJ		6378044130	Thomas Gingeras, CSHL	2d49d181d9eb8a53b3d81e36fabac631	SRA:SRR4421350	https://www.encodeproject.org/files/ENCFF208XMO/@@download/ENCFF208XMO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF185BLE	fastq	reads	ENCSR584JXD	RNA-seq	EFO:0002150	Caki2	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF859XNV		7636721458	Thomas Gingeras, CSHL	273f6dbccce4fbfac537e6173bac0c79	SRA:SRR3192643	https://www.encodeproject.org/files/ENCFF185BLE/@@download/ENCFF185BLE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF859XNV	fastq	reads	ENCSR584JXD	RNA-seq	EFO:0002150	Caki2	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF185BLE		7620760472	Thomas Gingeras, CSHL	90d243c3b9edeb04ece776e597a9a090	SRA:SRR3192643	https://www.encodeproject.org/files/ENCFF859XNV/@@download/ENCFF859XNV.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF917KJE	fastq	reads	ENCSR584JXD	RNA-seq	EFO:0002150	Caki2	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF272LRD		10884705393	Thomas Gingeras, CSHL	d28cc1e4bcdbd60ae4039d5df8f2e9bc	SRA:SRR3192644	https://www.encodeproject.org/files/ENCFF917KJE/@@download/ENCFF917KJE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF272LRD	fastq	reads	ENCSR584JXD	RNA-seq	EFO:0002150	Caki2	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF917KJE		10865274105	Thomas Gingeras, CSHL	568c96abf37ec089d53266fe2db778a5	SRA:SRR3192644	https://www.encodeproject.org/files/ENCFF272LRD/@@download/ENCFF272LRD.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000GIB	fastq	reads	ENCSR000CUO	RNA-seq	CL:0002568	mesenchymal stem cell of Wharton's jelly	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GIC		9718122512	Thomas Gingeras, CSHL	d0d1b5ba02bbae64e3d9be1ce1de538a	SRA:SRR5048185	https://www.encodeproject.org/files/ENCFF000GIB/@@download/ENCFF000GIB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GIC	fastq	reads	ENCSR000CUO	RNA-seq	CL:0002568	mesenchymal stem cell of Wharton's jelly	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GIB		10208637819	Thomas Gingeras, CSHL	fa479af2ea160f54679ed829259c4b61	SRA:SRR5048185	https://www.encodeproject.org/files/ENCFF000GIC/@@download/ENCFF000GIC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GIV	fastq	reads	ENCSR000CUO	RNA-seq	CL:0002568	mesenchymal stem cell of Wharton's jelly	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GIX		8856207354	Thomas Gingeras, CSHL	403ce4d464f7de5e9bdec8658649a477	SRA:SRR5048186	https://www.encodeproject.org/files/ENCFF000GIV/@@download/ENCFF000GIV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
